Identifiant Museofile;Region administrative;Commune;Nom officiel du musee;Adresse;URL;Latitude;Longitude
M0330;Corse;Corte;musee de la Corse;La Citadelle;www.musee-corse.com/index.php/fre/Accueil;42,307888;9,14766
M1184;Corse;Lucciana;musee archeologique de Mariana - Prince Rainier III de Monaco;1045 Corsu Lucciana;www.musee-mariana.com/;42,542773;9,442618
M0329;Corse;Bastia;musee d'ethnographie corse;La Citadelle;musee.bastia.corsica/fr/accueil-885.html;42,693145;9,450578
M0290;Grand Est;Bazeilles;musee de la maison de la derniere cartouche;12 Avenue de la Derniere Cartouche;www.maisondeladernierecartouche.com/index.php?lang=fr;49,681745;4,975035
M0291;Grand Est;Charleville-Mezieres;musee Arthur Rimbaud;Quai Arthur Rimbaud;www.charleville-mezieres.fr/musee-rimbaud;49,776034;4,720613
M0296;Grand Est;Sedan;musee du chateau-fort;Chateau fort;musee-municipal-sedan.over-blog.com/a-propos-du-musee.html;49,695347;4,919074
M0292;Grand Est;Charleville-Mezieres;musee de l'Ardenne;31 place Ducale;www.charleville-mezieres.fr/le-musee-de-lardenne-1;49,773836;4,721238
M0293;Grand Est;Givet;musee;s'adresser à la mairie;;50,13658229;4,824527313
M0295;Grand Est;Rethel;musee du Rethelois et du Porcien;;;49,509328;4,366447
M0294;Grand Est;Mouzon;musee du feutre;Place du Colombier;www.mouzon.fr/presentation-du-musee.html;49,605919;5,074601
M0297;Grand Est;Bar-sur-Aube;musee municipal;Place Carnot;;48,233206;4,705996
M0300;Grand Est;Mussy-sur-Seine;musee de la Resistance de l'Aube;6 Rue Boursault;www.tourisme-cotedesbar.com/poi/musee-de-la-resistance-de-l-aube/;47,977352;4,498923
M0301;Grand Est;Nogent-sur-Seine;musee Camille Claudel;10 rue Gustave Flaubert;www.museecamilleclaudel.fr/fr;48,494242;3,500892
M0303;Grand Est;Troyes;musee des beaux-arts et d'archeologie;Rue Chrestien de Troyes;www.musees-troyes.com;48,300638;4,08003
M0306;Grand Est;Troyes;maison de l'outil et de la pensee ouvriere;7 rue de La Trinite;mopo3.com/;48,29473;4,072849
M0299;Grand Est;Brienne-le-Chateau;musee Napoleon 1er;34, rue de l'Ecole Militaire;www.musee-napoleon-brienne.fr/lhistoire-du-musee;48,388915;4,528446
M0302;Grand Est;Troyes;musee d'art moderne;14 Place Saint-Pierre;www.musees-troyes.com/art-moderne/;48,299643;4,080736
M0305;Grand Est;Troyes;pharmacie musee de l'hotel-Dieu;31 Quai des Comtes de Champagne;www.musees-troyes.com/apothicairerie/;48,298985;4,078036
M7073;Grand Est;Troyes;museum d'histoire naturelle;1 Rue Chrestien de Troyes;www.musees-troyes.com/museum/;48,300638;4,08003
M0304;Grand Est;Troyes;musee historique de Troyes et de la Champagne;4 rue de Vauluisant;www.musees-troyes.com/art-champenois/;48,294239;4,071824
M0010;Grand Est;Pfaffenhoffen;musee de l'image populaire;24, rue du Docteur Albert Schweitzer;www.commune-valdemoder.fr/culture-loisirs/musee-de-l-image-populaire;48,844834;7,611365
M0011;Grand Est;Reichshoffen;musee historique et industriel - musee du fer;9, rue Jeanne d'Arc;www.reichshoffen.fr/Le-Musee-Historique-et-Industriel.html;48,932234;7,664814
M0014;Grand Est;Strasbourg;musee alsacien;23, quai Saint-Nicolas;www.musees.strasbourg.eu/musee-alsacien;48,579075;7,750484
M0016;Grand Est;Strasbourg;musee d'art moderne et contemporain de Strasbourg;1, place Hans Jean Arp;www.musees.strasbourg.eu/musee-d-art-moderne-et-contemporain;48,579654;7,736231
M0018;Grand Est;Strasbourg;musee des arts decoratifs;2, place du Chateau;www.musees.strasbourg.eu/musee-des-arts-decoratifs;48,581229;7,751984
M0020;Grand Est;Strasbourg;musee historique;2, rue du Vieux Marche aux Poissons;www.musees.strasbourg.eu/musee-historique;48,580579;7,749714
M0022;Grand Est;Wissembourg;musee Westercamp;1-3, rue du Musee;webmuseo.com/ws/musee-wissembourg/app/report/index.html;49,038815;7,944344
M0023;Grand Est;Woerth;musee de la bataille du 6 août 1870;2 rue du Moulin;webmuseo.com/ws/musee-woerth/app/report/index.html;48,938618;7,747992
M0005;Grand Est;Haguenau;musee historique;9, rue du Marechal Foch;www.ville-haguenau.fr/musee-historique;48,812831;7,791481
M0012;Grand Est;Saverne;musee du chateau des Rohan;Place du General de Gaulle;www.saverne.fr/sport-culture/offre-culturelle/musee-de-saverne/;48,741958;7,362787
M0019;Grand Est;Strasbourg;musee des beaux-arts;2, place du Chateau;www.musees.strasbourg.eu/musee-des-beaux-arts;48,581229;7,751984
M0021;Grand Est;Waldersbach;musee Oberlin;25, montee Oberlin;musee-oberlin.org/fr/accueil/;48,414759;7,214925
M0002;Grand Est;Betschdorf;musee de la poterie;2 rue de Kuhlendorf;www.betschdorf.com/vie-culturelle-et-associative/musee-de-la-poterie;48,900348;7,914409
M0004;Grand Est;Haguenau;musee alsacien;1, place Joseph Thierry;www.ville-haguenau.fr/musee-alsacien;48,814611;7,789527
M0006;Grand Est;Molsheim;musee de la chartreuse;4, cour des Chartreux;www.chartreuse-molsheim.info;48,54278;7,49023
M0008;Grand Est;Niederbronn-les-Bains;maison de l'archeologie des Vosges du Nord;44, avenue Foch;www.niederbronn-les-bains.fr/culture-et-loisirs/maison-de-l-archeologie.html;48,947444;7,650428
M0015;Grand Est;Strasbourg;musee archeologique;2 place du Chateau;www.musees.strasbourg.eu/musee-archeologique;48,581229;7,751984
M1162;Grand Est;Wingen-sur-Moder;musee Lalique;40, rue du Hochberg;www.musee-lalique.com;48,927033;7,361922
M0003;Grand Est;Bouxwiller;musee du pays de Hanau - histoire et vies d'un territoire;3 place du Chateau;www.museedupaysdehanau.eu;48,824977;7,482915
M0013;Grand Est;Strasbourg;cabinet des estampes et des dessins;5, place du Chateau;www.musees.strasbourg.eu/cabinet-des-estampes-et-des-dessins;48,58123664;7,750544327
M0017;Grand Est;Strasbourg;musee de l'Œuvre Notre-Dame;3, place du Chateau;www.musees.strasbourg.eu/musee-de-l-oeuvre-notre-dame;48,58097;7,75151
M0001;Grand Est;Barr;musee de la Folie Marco;30, rue du docteur Sultzer;www.musee-foliemarco.com;48,410166;7,451102
M1098;Grand Est;Strasbourg;musee Tomi Ungerer;2, avenue de la Marseillaise;www.musees.strasbourg.eu/musee-tomi-ungerer;48,585747;7,755028
M7071;Grand Est;Strasbourg;musee zoologique de l'universite Louis Pasteur et de la ville de Strasbourg;29 Boulevard de la Victoire;www.musees.strasbourg.eu/musee-zoologique;48,582707;7,764645
M0320;Grand Est;Langres;Maison des Lumieres Denis Diderot;1 place Pierre Burelle;www.musees-langres.fr/maison-des-lumieres-denis-diderot/;47,866417;5,331753
M0318;Grand Est;Chaumont;musee de l'affiche;1 Place Emile Goguenheim;www.centrenationaldugraphisme.fr/le-signe;48,110756;5,135234
M0319;Grand Est;Chaumont;musee des beaux-arts et d'archeologie;place du Palais;www.tourisme-chaumont-champagne.com/patrimoine-culturel/musee-d-art-et-d-histoire-de-chaumont,fr,16,pcu15;48,112482;5,137331
M0317;Grand Est;Bourbonne-les-Bains;musee municipal;Parc du chateau;bourbonne.com/detente/culture/;47,942274;5,732204
M0321;Grand Est;Langres;musee d'art et d'histoire;Place du centenaire;www.musees-langres.fr/;47,865268;5,333286
M0322;Grand Est;Nogent-en-Bassigny;musee de la coutellerie;Place Charles de Gaulle;www.villedenogent52.fr/page/culture/musee/;48,02758;5,341424
M0323;Grand Est;Saint-Dizier;musee municipal;17 rue de la Victoire;www.saint-dizier.fr/sport-culture-loisirs/culture-et-musique/musee-de-saint-dizier.html;48,63804123;4,948277733
M0027;Grand Est;Colmar;musee Bartholdi;30, rue des Marchands;www.musee-bartholdi.fr/;48,076747;7,357746
M0028;Grand Est;Colmar;musee d'Unterlinden;Place Unterlinden;www.musee-unterlinden.com/;48,079918;7,355464
M0037;Grand Est;Mulhouse;musee de l'impression sur etoffes;14, rue Jean-Jacques Henner;www.musee-impression.com/;47,74501942;7,345379581
M0040;Grand Est;Neuf-Brisach;musee Vauban;Porte de Belfort;mausa.fr/;48,016144;7,525674
M0048;Grand Est;Ungersheim;ecomusee d'Alsace;BP 71;www.ecomusee.alsace/fr/;47,878584;7,304447
M0034;Grand Est;Mulhouse;musee historique;Place de la Reunion;musees-mulhouse.fr/musees/musee-historique/;47,746642;7,338434
M0041;Grand Est;Oltingue;musee paysan;10 rue Principale;musee.paysan.free.fr/;47,492827;7,391275
M0043;Grand Est;Riquewihr;musee du Dolder;57, rue du General-de-Gaulle;www.musee-riquewihr.fr/dolder.html;48,166916;7,297406
M0031;Grand Est;Kaysersberg;musee historique;64, rue du general de Gaulle;www.kaysersberg-vignoble.fr/musee-historique;48,139072;7,261441
M0036;Grand Est;Mulhouse;musee français du chemin de fer;2, rue Alfred de Glehn;www.citedutrain.com/;47,732372;7,312824
M0039;Grand Est;Mulhouse;musee Electropolis;55 rue du Paturage;www.musee-electropolis.fr/;47,749441;7,295058
M7033;Grand Est;Colmar;museum d'histoire naturelle et d'ethnographie;11, rue Turenne;www.colmar.fr/musee-histoire-naturelle;48,073594;7,35872
M0025;Grand Est;Biesheim;musee gallo-romain;Place de la Mairie;www.biesheim.fr/culture-loisirs/musee-gallo-romain/;48,041667;7,54802
M0026;Grand Est;Cernay;musee de la porte de Thann;rue de Thann;www.musee-cernay.org/;47,809586;7,174264
M0029;Grand Est;Guebwiller;musee Theodore Deck et des pays du Florival;1, rue du quatre fevrier;www.ville-guebwiller.fr/culture/lieux-culturels/musee-theodore-deck-des-pays-du-florival/;47,905522;7,214504
M0030;Grand Est;Huningue;musee historique et militaire;6, rue des Boulangers;www.ville-huningue.fr/fr/musee-historique-et-militaire/;47,591513;7,584985
M0033;Grand Est;Mulhouse;musee des beaux-arts;4 place Guillaume Tell;musees-mulhouse.fr/musees/musee-des-beaux-arts/;47,745774;7,338271
M0035;Grand Est;Mulhouse;musee national de l'automobile - collection Schlumpf;192, avenue de Colmar - BP 1096;www.citedelautomobile.com/;47,76161417;7,327893525
M0038;Grand Est;Mulhouse;musee du sapeur-pompier;12-14 Rue de Luppach;www.musee-sapeur-pompier.fr/;47,504301;7,304287
M0044;Grand Est;Rixheim;musee du papier peint;28, rue Zuber;www.museepapierpeint.org/fr/;47,744135;7,397424
M0024;Grand Est;Altkirch;musee sundgauvien;1, rue de l'Hotel de Ville;altkirch-alsace.fr/musee-sundgauvien/;47,623329;7,237204
M0032;Grand Est;Kientzheim;musee du vignoble et des vins d'Alsace;9 rue de l'Ours;www.musee-du-vignoble-alsace.fr/;48,126069;7,280128
M0047;Grand Est;Thann;"musee de la societe d'histoire ""les amis de Thann""";24, rue Saint-Thiebaut;www.les-amis-de-thann.com/;47,812283;7,101737
M7047;Grand Est;Mulhouse;musee mineralogique de la societe industrielle de Mulhouse;3, avenue Alfred-Werner;www.enscmu.uha.fr/index.php/lenscmu/histoire-et-patrimoine/;47,73132;7,310303
M0309;Grand Est;Epernay;musee municipal;13, avenue de Champagne;archeochampagne.epernay.fr/;49,042901;3,961379
M0311;Grand Est;Reims;musee des beaux-arts de Saint-Denis;8, rue Chanzy;musees-reims.fr/fr/musees/musee-des-beaux-arts/;49,253442;4,030921
M0314;Grand Est;Reims;musee du vieux Reims;36 Place du Forum;musees-reims.fr/fr/musees/musee-le-vergeur/;49,257013;4,034043
M1178;Grand Est;Chalons-en-Champagne;musee du cloitre de Notre-Dame-en-Vaux;;www.chalonsenchampagne.fr/culture-et-tourisme/a-votre-service/musees-municipaux;48,956391;4,364203
M0308;Grand Est;Chalons-en-Champagne;musee Garinet;13, rue Pasteur;www.chalonsenchampagne.fr/culture-et-tourisme/a-votre-service/musees-municipaux;48,955859;4,366501
M0310;Grand Est;Pourcy;ecomusee de la montagne de Reims;Rue du pre Michaux;www.parc-montagnedereims.fr/fr;49,112985;4,029412
M0312;Grand Est;Reims;musee Saint-Remi;53, rue Simon;musees-reims.fr/fr/musees/musee-saint-remi/;49,243111;4,040351
M0307;Grand Est;Chalons-en-Champagne;musee municipal;;www.chalonsenchampagne.fr/culture/musees;48,956391;4,364203
M0315;Grand Est;Sainte-Menehould;musee de l'Argonne Viard-Morel;Place Leclerc;www.mmc-stemenehould.com/musee-d-art-et-d-histoire/;49,092086;4,897997
M0313;Grand Est;Reims;musee de l'ancien college des jesuites;1, place Museux;;49,246527;4,040071
M1080;Grand Est;Pont-à-Mousson;"musee ""Au fil du papier""";13 rue Magot-de-Rogeville;ville-pont-a-mousson.fr/fr/rb/97333/presentation-12;48,901615;6,056259
M0510;Grand Est;Longwy;musee municipal des emaux et faïence;;museedesemaux.wordpress.com/;49,519776;5,760104
M0512;Grand Est;Nancy;musee des beaux-arts;3, place Stanislas;musee-des-beaux-arts.nancy.fr/accueil-145.html;48,693507;6,182435
M0513;Grand Est;Nancy;musee de l'Ecole de Nancy;36-38 rue du Sergent Blandan;www.ecole-de-nancy.com/web/;48,680494;6,166351
M7048;Grand Est;Nancy;museum-aquarium de Nancy;34 rue Sainte-Catherine;www.museumaquariumdenancy.eu/accueil/;48,695072;6,188467
M0507;Grand Est;Deneuvre;musee Les sources d'Hercule;1 place Jean Marie Keyser;www.museehercule.com/;48,446385;6,734719
M0508;Grand Est;Laneuville-devant-Nancy;chateau de Montaigu;167 rue Lucien Galtier;www.chateaudemontaigu.eu;48,665792;6,215554
M0509;Grand Est;Jarville-la-Malgrange;musee de l'histoire du fer;1, avenue du General de Gaulle;www.museehistoiredufer.fr/accueil/;48,666588;6,208769
M0511;Grand Est;Luneville;musee du chateau;place de la 2eme D.C.;www.chateauluneville.meurthe-et-moselle.fr/;48,589446;6,505708
M0514;Grand Est;Nancy;musee historique lorrain;64 Grande Rue;www.musee-lorrain.nancy.fr/;48,697316;6,179154
M0515;Grand Est;Toul;musee d'art et d'histoire;25 rue Gouvion Saint-Cyr;www.toul.fr/?actuellement-au-musee;48,678544;5,89134
M0522;Grand Est;Stenay;musee de la biere et du pays de Stenay;17 rue du Moulin;museedelabiere.com/;49,48769;5,186786
M0524;Grand Est;Vaucouleurs;musee Jeanne d'Arc;rue Jeanne d'Arc;musees-meuse.fr/musee-jeanne-darc-vaucouleurs/;48,602652;5,666
M0521;Grand Est;Sampigny;musee departemental Raymond Poincare;14 rue du chateau;musees-meuse.fr/musee-departemental-raymond-poincare-sampigny/;48,827583;5,50824
M0523;Grand Est;Varennes-en-Argonne;musee d'Argonne;9 rue Louis XVI;musees-meuse.fr/musee-dargonne-varennes-en-argonne/;49,226057;5,033072
M0517;Grand Est;Bar-le-Duc;musee barrois;Esplanade du Chateau;musees-meuse.fr/musee-barrois/;48,771797;5,156074
M0518;Grand Est;Commercy;musee de la ceramique et de l'ivoire;7 avenue Carcano;musees-meuse.fr/musee-de-la-ceramique-et-de-livoire-commercy/;48,76331;5,58962
M0519;Grand Est;Montmedy;musee Jules Bastien-Lepage - musee de la fortification;La Citadelle;musees-meuse.fr/musee-jules-bastien-lepage-montmedy/#1486118691097-c04ba0bd-02c9;49,523594;5,348511
M0525;Grand Est;Verdun;musee de la Princerie;16 rue de La Belle Vierge;www.musee-princerie-verdun.fr/;49,161059;5,382439
M0520;Grand Est;Saint-Mihiel;musee d'art sacre de la Meuse;1 Rue du Palais de Justice;musees-meuse.fr/musee-dart-sacre-saint-mihiel/;48,88855;5,541165
M0528;Grand Est;Meisenthal;maison du verre et du cristal;Place Robert Schuman;ciav-meisenthal.fr/rubrique/apropos;48,964935;7,352438
M0530;Grand Est;Neufchef (Hayange);musee des mines de fer de Lorraine;2 rue du musee;www.musee-minesdefer-lorraine.com;49,325904;6,027572
M0531;Grand Est;Phalsbourg;musee militaire et Erckmann-Chatrian;place d'Armes;www.phalsbourg.fr/La_culture__les_loisirs/Le_musee;48,766548;7,259055
M0532;Grand Est;Sarrebourg;musee du pays de Sarrebourg;Rue de la Paix;www.sarrebourg.fr/Musee;48,734975;7,055253
M1089;Grand Est;Petite-Rosselle;musee de la mine - carreau Wendel;Parc Explor Wendel, Musee Les Mineurs Wendel;parc-explor.com/;49,20684;6,848979
M0529;Grand Est;Metz;musees de la Cour d'or;2 rue du Haut-Poirier;musee.metzmetropole.fr/;49,121051;6,177978
M0534;Grand Est;Thionville;musee de la Tour-aux-Puces;Cour du Chateau;www.tourauxpuces.com/fr;49,35817097;6,169267003
M1085;Grand Est;Vic-sur-Seille;musee departemental Georges de la Tour;Place Jeanne d'Arc;www.mosellepassion.fr/index.php/les-sites-moselle-passion/musee-georges-de-la-tour;48,781787;6,531429
M0526;Grand Est;Gravelotte;musee de la guerre de 1870;11 rue de Metz;www.mosellepassion.fr/index.php/les-sites-moselle-passion/musee-de-la-guerre-de-1870;49,113679;6,029871
M0527;Grand Est;Marsal;musee du sel;Porte de France;www.mosellepassion.fr/index.php/les-sites-moselle-passion/musee-du-sel;48,788503;6,606549
M0533;Grand Est;Sarreguemines;musee de la faïence et des techniques faïencieres;15-17 rue Poincare;www.sarreguemines-museum.eu/;49,109069;7,070473
M0536;Grand Est;Epinal;musee departemental d'art ancien et contemporain;1 place de Lagarde;mudaac.vosges.fr/;48,17326;6,446595
M0541;Grand Est;Remiremont;musee Charles Friry;12 rue du General Humbert;www.remiremont.fr/culture/musees-de-remiremont/musee-charles-friry/;48,015174;6,590031
M0542;Grand Est;Saint-Die-des-Vosges;musee Pierre Noël - musee de la vie dans les Hautes-Vosges;Place Georges Trimouille;www.ca-saintdie.fr/decouvrir/musee-pierre-noel/actualites;48,295658;6,947961
M0538;Grand Est;Mirecourt;musee de la lutherie;Cours Stanislas;musee-lutherie-mirecourt.fr/;48,30159283;6,13544044
M0540;Grand Est;Remiremont;musee Charles de Bruyeres;70 rue Charles de Gaulle;www.remiremont.fr/culture/musees-de-remiremont/musee-charles-de-bruyeres/;48,016142;6,593289
M0537;Grand Est;Epinal;musee de l'image;42 quai Dogneville;museedelimage.fr/;48,183628;6,445992
M0539;Grand Est;Plombieres-les-Bains;musee Louis Français;30 avenue Louis Français;www.plombieres-les-bains.fr/fr/musee-du-paysage-louis-francais.html;47,964095;6,458494
M0784;Hauts-de-France;Chateau-Thierry;musee Jean de la Fontaine;12 rue Jean de La Fontaine;www.museejeandelafontaine.fr/;49,046927;3,400289
M0788;Hauts-de-France;Hirson;musee - centre de documentation Alfred Desmasures;;fourmies.canalblog.com/archives/2007/07/15/5642323.html;49,921047;4,083876
M0790;Hauts-de-France;Laon;musee archeologique municipale;32 rue Georges-Ermant;laon.fr/VILLE_LAON_21_WEB/FR/Accueil.awp?page=57&m=6.110.115;49,563206;3,626781
M0792;Hauts-de-France;Saint-Michel-en-Thierache;musee de la vie rurale et forestiere;34 boulevard Savart;www.abbaye-saintmichel.com/musee1.htm;49,922563;4,134763
M0793;Hauts-de-France;Saint-Quentin;musee des beaux-arts Antoine Lecuyer;28 rue Antoine Lecuyer;www.saint-quentin.fr/109-musee-lecuyer.htm;49,849891;3,285398
M7060;Hauts-de-France;Saint-Quentin;musee entomologique;14 rue de la Sellerie;www.saint-quentin.fr/108-musee-papillons.htm;49,84595;3,288944
M0787;Hauts-de-France;Guise;Familistere de Guise;265 Familistere Aile droite;www.familistere.com/fr/visiter/que-voir-que-faire-au-familistere/le-musee-de-site;49,903647;3,626529
M0795;Hauts-de-France;Vervins;musee de la Thierache;Place de l'hotel de ville;www.tourisme-thierache.fr/fiche/detail/304/Mus%C3%A9e-de-la-Thi%C3%A9rache;49,834696;3,907684
M0794;Hauts-de-France;Soissons;musee municipal;2 rue de la Congregation;www.ville-soissons.fr/loisirs-culture-sport/les-musees-de-soissons-514.html;49,384539;3,327233
M0796;Hauts-de-France;Villers-Cotterets;musee Alexandre Dumas;24 rue Demoustier;webmuseo.com/ws/musee-dumas/app/report/index.html;49,253009;3,089691
M5008;Hauts-de-France;Blerancourt;musee franco-americain du chateau de Blerancourt;;museefrancoamericain.fr/;49,516035;3,150459
M0785;Hauts-de-France;Chauny;musee bibliotheque;28 rue de la Paix;www.ville-chauny.fr/Ville_chauny_web/FR/Accueil.awp?page=57&m=6.110.115;49,615394;3,216814
M0786;Hauts-de-France;Tergnier;musee de la resistance et de la deportation;Place Carnegie;www.mrdp-picardie.com;49,65875;3,315011
M0789;Hauts-de-France;La Fere;musee Jeanne d'Aboville;5 rue du General de Gaulle;mjaboville-lafere.fr/;49,661954;3,367748
M0791;Hauts-de-France;Origny-en-Thierache;musee Monseigneur Pigneau de Behaine;Rue du Musee;;49,896025;4,022381
M0611;Hauts-de-France;Bailleul;musee Benoit de Puydt;24 rue du musee De Puydt;www.ville-bailleul.fr/index.php/Mus%C3%A9e?idpage=121&idmetacontenu=169;50,740715;2,734399
M0623;Hauts-de-France;Escaudain;musee municipal;Rue Paul-Bert;escaudain.fr/index.php/culture-et-loisirs/associations-culturelles/85-musee;50,327784;3,343632
M0632;Hauts-de-France;Marchiennes;musee municipal d'histoire locale;Rue Corbineau;marchiennes.fr/fr/rb/565307/musee-dhistoire-locale;50,40744;3,281222
M0637;Hauts-de-France;Tourcoing;Muba Eugene Leroy Tourcoing / musee des beaux-arts Eugene Leroy de Tourcoing;2 rue Paul Doumer;www.muba-tourcoing.fr/;50,724594;3,162878
M0639;Hauts-de-France;Villeneuve-d'Ascq;LaM - Lille Metropole Musee d'art moderne, d'art contemporain et d'art brut;1 allee du Musee;www.musee-lam.fr/fr;50,637497;3,148587
M0615;Hauts-de-France;Cambrai;musee municipal;15 rue de L'Epee;www.villedecambrai.com/culture/le-musee-des-beaux-arts/;50,17347;3,229635
M0616;Hauts-de-France;Cambrai;musee diocesain d'art sacre;S'adresser à l'archevêche - Service diocesain de la conservation du Patrimoine;archives.cathocambrai.com/musee-art-sacre.html;50,17317988;3,23139717
M0619;Hauts-de-France;Douai;musee de la Chartreuse;130 rue des Chartreux;www.museedelachartreuse.fr/;50,374404;3,07548
M0622;Hauts-de-France;Dunkerque;musee portuaire;9 quai de la Citadelle;www.museeportuaire.com/;51,037914;2,372174
M0633;Hauts-de-France;Maubeuge;musee Henri Boez;Hotel de Ville;;50,28041197;3,967683057
M0636;Hauts-de-France;Sars-Poteries;MusVerre;1 rue du General de Gaulle;musverre.lenord.fr/fr/Accueil.aspx;50,164428;4,023602
M1197;Hauts-de-France;Caudry;musee des dentelles et broderies;;musee-dentelle.caudry.fr/fr/le-musee-et-ses-collections/presentation-du-musee.html;50,124558;3,410691
M7001;Hauts-de-France;Lille;musee d'histoire naturelle et de geologie;19 rue de Bruxelles;mhn.lille.fr/;50,626639;3,066546
M0620;Hauts-de-France;Dunkerque;musee d'art contemporain;Jardin des sculptures;www.musees-dunkerque.eu/;51,0452716;2,383243785
M0621;Hauts-de-France;Dunkerque;musee des beaux-arts;;www.musees-dunkerque.eu/;51,037327;2,375518
M0629;Hauts-de-France;Lille;musee des beaux-arts;Place de la Republique;pba.lille.fr/;50,621132;3,068387
M0635;Hauts-de-France;Saint-Amand-les-Eaux;musee de la Tour abbatiale;Grand-Place;www.saint-amand-les-eaux.fr/musee-de-la-tour-abbatiale;50,448711;3,427672
M0610;Hauts-de-France;Avesnes-sur-Helpe;musee d'histoire et d'archeologie;BP 90;;50,12356;3,924751
M0612;Hauts-de-France;Bavay;Forum antique de Bavay;Allee Chanoine Bievelet;forumantique.fr/;50,284781;3,774369
M0613;Hauts-de-France;Bergues;musee du Mont-de-Piete;1 rue du Mont-de-Piete;bergues-musee.fr/;50,969087;2,430391
M0614;Hauts-de-France;Bouchain;musee de l'Ostrevant;rue de l'Ostrevant;bouchain.fr/culture-tourisme/#more-5954;50,284847;3,317909
M0617;Hauts-de-France;Cassel;musee de Flandre;26 Grand-Place;museedeflandre.fr/;50,799755;2,48621
M0618;Hauts-de-France;Denain;musee d'archeologie et d'histoire locale;Place Wilson;www.ville-denain.fr/Decouvrir-Denain/Histoire-et-patrimoine/Musee-d-archeologie-et-d-histoire-locale;50,327614;3,400973
M0624;Hauts-de-France;Fourmies-Trelon;ecomusee de la region;place Maria Blondeau;www.ecomusee-avesnois.fr/;50,01772507;4,043565882
M0626;Hauts-de-France;Hazebrouck;musee municipal;place Georges Degroste;www.ville-hazebrouck.fr/decouvrir-hazebrouck/patrimoine/le-musee-des-augustins/;50,721177;2,535346
M0627;Hauts-de-France;Le Cateau-Cambresis;musee Henri Matisse;Palais Fenelon Place du Commandant Richez BP 70056;museematisse.fr/;50,105684;3,541175
M0631;Hauts-de-France;Lille;musee de l'hospice Comtesse;32 rue de la Monnaie;www.lille.fr/Le-Musee-de-l-Hospice-Comtesse;50,641053;3,06294
M0638;Hauts-de-France;Valenciennes;musee des beaux-arts;Boulevard Watteau;valenciennesmusee.valenciennes.fr/;50,35582;3,53105
M0609;Hauts-de-France;Anzin;musee Theophile Jouglet;215 avenue Anatole-France;;50,372162;3,502134
M0625;Hauts-de-France;Gravelines;musee du dessin et de l'estampe originale;Site de l'Arsenal - BP 43;www.ville-gravelines.fr/expotemp/02-%20PAGE%20WEB/01Musee/Musee.html;50,992478;2,159542
M0628;Hauts-de-France;Lewarde;centre historique minier, musee de la mine, centre d'archives, centre de culture scientifique de l'energie;Rue d'Erchin;www.chm-lewarde.com/fr/;50,336033;3,168419
M0634;Hauts-de-France;Roubaix;La Piscine - musee d'art et d'industrie Andre Diligent de Roubaix;23 rue de l'Esperance;www.roubaix-lapiscine.com/;50,693026;3,16791
M0798;Hauts-de-France;Beauvais;MUDO - musee de l'Oise;1 rue du musee;mudo.oise.fr/;49,432788;2,080444
M0807;Hauts-de-France;Noyon;musee du Noyonnais;7 rue de l'Evêche;www.ville-noyon.fr/-Les-musees-de-Noyon;49,581852;2,999742
M0808;Hauts-de-France;Noyon;musee Calvin;6 place Aristide-Briand;www.ville-noyon.fr/-Les-musees-de-Noyon;49,581666;2,998444
M5009;Hauts-de-France;Compiegne;musee national du chateau de Compiegne;Palais National;chateaudecompiegne.fr/;49,41943864;2,831490935
M5052;Hauts-de-France;Chantilly;musee Conde;BP 70243;musee-conde.fr/fr/;49,19397;2,48522
M0800;Hauts-de-France;Vendeuil-Caply;musee archeologique de l'Oise;Les Marmousets;m-a-o.org/fr/;49,627157;2,316919
M0809;Hauts-de-France;Senlis;musee d'art et d'archeologie;Place Notre-Dame;musees.ville-senlis.fr/;49,20653;2,585615
M1117;Hauts-de-France;Meru;musee de la nacre et de la tabletterie;51 rue Roger Salengro;www.musee-nacre.com/;49,238327;2,139609
M0801;Hauts-de-France;Chaumont-en-Vexin;musee Pillon;45 rue de l'Hotel de Ville;hwww.officedelaculture-chaumont-en-vexin.fr/musee-pillon.html;49,262578;1,882069
M0803;Hauts-de-France;Compiegne;musee Antoine Vivenel;2 rue d'Austerlitz;www.musees-compiegne.fr/;49,417414;2,821526
M0805;Hauts-de-France;Creil;musee Galle-Juillet;place François Mitterrand;www.creil.fr/le-musee-galle-juillet;49,260793;2,473388
M0806;Hauts-de-France;Crepy-en-Valois;musee du Valois et de l'archerie;Rue Gustave Chopinet;www.musee-archerie-valois.fr/;49,236654;2,884009
M5010;Hauts-de-France;Compiegne;musee de la voiture et du tourisme (annexe du musee national du chateau de Compiegne);Palais national;chateaudecompiegne.fr/;49,41817267;2,829989167
M0797;Hauts-de-France;Auneuil;musee de la ceramique architecturale et industrielle;432, avenue du Marechal Foch;;49,371534;1,99164
M0810;Hauts-de-France;Senlis;musee de la venerie;Place du Parvis;musees.ville-senlis.fr/;49,207022;2,585103
M0804;Hauts-de-France;Compiegne;musee de la figurine historique;28 place de l'Hotel de Ville;www.musees-compiegne.fr/;49,417761;2,826358
M0642;Hauts-de-France;Bethune;musee d'ethnologie regionale;211 Avenue du President Kennedy;www.bethune.fr/bethune-brille/lieux-culturels/musee-d-ethnologie-regionale-931.html;50,53621;2,648177
